"Statistic","Year","Engine Capacity cc","Car Make","Emission Band","Licensing Authority","UNIT","VALUE"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Galway","Number","2386"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Kerry","Number","1376"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Kildare","Number","2684"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Kilkenny","Number","1130"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Laois","Number","813"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Leitrim","Number","245"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Longford","Number","361"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Louth","Number","1600"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Mayo","Number","1183"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Meath","Number","2055"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Monaghan","Number","569"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Offaly","Number","853"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Roscommon","Number","2848"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Sligo","Number","662"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Westmeath","Number","1208"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Wexford","Number","2852"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Wicklow","Number","1517"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Limerick","Number","2236"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Waterford","Number","2258"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Tipperary","Number","1720"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Cork","Number","8476"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  A","Dublin","Number","26556"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","All licensing authorities","Number","33928"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Carlow","Number","358"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Cavan","Number","292"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Clare","Number","680"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Donegal","Number","672"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Galway","Number","1132"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Kerry","Number","668"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Kildare","Number","1407"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Kilkenny","Number","609"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Laois","Number","431"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Leitrim","Number","119"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Longford","Number","153"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Louth","Number","734"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Mayo","Number","506"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Meath","Number","1076"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Monaghan","Number","258"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Offaly","Number","371"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Roscommon","Number","1389"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Sligo","Number","281"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Westmeath","Number","510"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Wexford","Number","1202"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Wicklow","Number","742"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Limerick","Number","1181"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Waterford","Number","1096"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Tipperary","Number","893"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Cork","Number","3852"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  B","Dublin","Number","13316"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","All licensing authorities","Number","5157"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Carlow","Number","46"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Cavan","Number","41"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Clare","Number","77"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Donegal","Number","114"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Galway","Number","138"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Kerry","Number","77"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Kildare","Number","222"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Kilkenny","Number","69"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Laois","Number","52"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Leitrim","Number","25"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Longford","Number","14"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Louth","Number","78"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Mayo","Number","65"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Meath","Number","151"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Monaghan","Number","46"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Offaly","Number","52"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Roscommon","Number","280"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Sligo","Number","53"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Westmeath","Number","67"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Wexford","Number","145"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Wicklow","Number","112"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Limerick","Number","147"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Waterford","Number","160"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Tipperary","Number","115"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Cork","Number","563"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  C","Dublin","Number","2248"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","All licensing authorities","Number","2552"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Carlow","Number","40"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Cavan","Number","20"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Clare","Number","39"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Donegal","Number","51"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Galway","Number","74"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Kerry","Number","54"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Kildare","Number","145"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Kilkenny","Number","34"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Laois","Number","21"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Leitrim","Number","8"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Longford","Number","14"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Louth","Number","28"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Mayo","Number","37"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Meath","Number","96"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Monaghan","Number","19"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Offaly","Number","21"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Roscommon","Number","42"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Sligo","Number","15"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Westmeath","Number","57"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Wexford","Number","72"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Wicklow","Number","41"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Limerick","Number","100"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Waterford","Number","77"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Tipperary","Number","47"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Cork","Number","249"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  D","Dublin","Number","1151"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","All licensing authorities","Number","1150"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Carlow","Number","8"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Cavan","Number","6"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Clare","Number","9"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Donegal","Number","10"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Galway","Number","23"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Kerry","Number","10"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Kildare","Number","29"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Kilkenny","Number","7"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Laois","Number","5"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Leitrim","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Longford","Number","4"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Louth","Number","10"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Mayo","Number","12"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Meath","Number","16"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Monaghan","Number","5"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Offaly","Number","8"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Roscommon","Number","4"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Sligo","Number","10"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Westmeath","Number","24"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Wexford","Number","57"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Wicklow","Number","11"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Limerick","Number","20"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Waterford","Number","18"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Tipperary","Number","18"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Cork","Number","50"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  E","Dublin","Number","775"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","All licensing authorities","Number","554"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Carlow","Number","2"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Cavan","Number","4"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Clare","Number","4"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Donegal","Number","5"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Galway","Number","5"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Kerry","Number","7"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Kildare","Number","21"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Kilkenny","Number","5"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Laois","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Leitrim","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Longford","Number","3"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Louth","Number","4"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Mayo","Number","5"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Meath","Number","17"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Monaghan","Number","3"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Offaly","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Roscommon","Number","8"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Sligo","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Westmeath","Number","2"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Wexford","Number","10"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Wicklow","Number","6"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Limerick","Number","18"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Waterford","Number","30"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Tipperary","Number","6"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Cork","Number","34"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  F","Dublin","Number","352"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","All licensing authorities","Number","55"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Carlow","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Cavan","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Clare","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Donegal","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Galway","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Kerry","Number","2"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Kildare","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Kilkenny","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Laois","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Leitrim","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Longford","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Louth","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Mayo","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Meath","Number","2"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Monaghan","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Offaly","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Roscommon","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Sligo","Number","2"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Westmeath","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Wexford","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Wicklow","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Limerick","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Waterford","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Tipperary","Number","2"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Cork","Number","7"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Band  G","Dublin","Number","28"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","All licensing authorities","Number","26"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Carlow","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Cavan","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Clare","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Donegal","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Galway","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Kerry","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Kildare","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Kilkenny","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Laois","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Leitrim","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Longford","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Louth","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Mayo","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Meath","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Monaghan","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Offaly","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Roscommon","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Sligo","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Westmeath","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Wexford","Number","2"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Wicklow","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Limerick","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Waterford","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Tipperary","Number","1"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Cork","Number","0"
"New Private Cars","2019","All engine capacities with respect to private cars (cc)","All makes","Not available","Dublin","Number","18"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","All licensing authorities","Number","6327"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Carlow","Number","59"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Cavan","Number","58"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Clare","Number","109"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Donegal","Number","59"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Galway","Number","175"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Kerry","Number","75"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Kildare","Number","264"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Kilkenny","Number","90"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Laois","Number","55"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Leitrim","Number","14"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Longford","Number","24"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Louth","Number","148"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Mayo","Number","61"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Meath","Number","201"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Monaghan","Number","30"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Offaly","Number","58"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Roscommon","Number","573"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Sligo","Number","30"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Westmeath","Number","124"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Wexford","Number","152"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Wicklow","Number","181"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Limerick","Number","183"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Waterford","Number","237"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Tipperary","Number","88"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Cork","Number","812"
"New Private Cars","2019","Up to 900 cc","All makes","All bands","Dublin","Number","2467"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","All licensing authorities","Number","5152"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Carlow","Number","45"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Cavan","Number","45"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Clare","Number","77"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Donegal","Number","39"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Galway","Number","133"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Kerry","Number","60"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Kildare","Number","227"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Kilkenny","Number","65"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Laois","Number","40"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Leitrim","Number","12"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Longford","Number","21"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Louth","Number","116"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Mayo","Number","46"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Meath","Number","167"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Monaghan","Number","25"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Offaly","Number","40"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Roscommon","Number","402"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Sligo","Number","28"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Westmeath","Number","98"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Wexford","Number","115"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Wicklow","Number","159"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Limerick","Number","119"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Waterford","Number","177"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Tipperary","Number","65"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Cork","Number","644"
"New Private Cars","2019","Up to 900 cc","All makes","Band  A","Dublin","Number","2187"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","All licensing authorities","Number","1160"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Carlow","Number","14"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Cavan","Number","12"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Clare","Number","32"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Donegal","Number","20"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Galway","Number","42"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Kerry","Number","15"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Kildare","Number","37"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Kilkenny","Number","25"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Laois","Number","15"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Leitrim","Number","2"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Longford","Number","3"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Louth","Number","32"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Mayo","Number","15"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Meath","Number","34"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Monaghan","Number","5"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Offaly","Number","18"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Roscommon","Number","171"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Sligo","Number","2"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Westmeath","Number","26"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Wexford","Number","36"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Wicklow","Number","22"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Limerick","Number","63"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Waterford","Number","60"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Tipperary","Number","22"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Cork","Number","168"
"New Private Cars","2019","Up to 900 cc","All makes","Band  B","Dublin","Number","269"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","All licensing authorities","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Carlow","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Cavan","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Clare","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Donegal","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Galway","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Kerry","Number","0"
"New Private Cars","2019","Up to 900 cc","All makes","Band  C","Kildare","Number","0"
