Year,Month,County,Registration type,Engine type,Car registration count
2016,August,Dublin,New Imports,Non electric,"2,954"
2016,September,Dublin,New Imports,Non electric,1
2016,January,Dublin,Used Imports,Non electric,"1,195"
2016,February,Dublin,Used Imports,Non electric,"1,349"
2016,March,Dublin,Used Imports,Non electric,"1,327"
2016,April,Dublin,Used Imports,Non electric,"1,413"
2016,May,Dublin,Used Imports,Non electric,"1,397"
2016,June,Dublin,Used Imports,Non electric,"1,326"
2016,July,Dublin,Used Imports,Non electric,"1,404"
2016,August,Dublin,Used Imports,Non electric,"1,565"
2016,September,Dublin,Used Imports,Non electric,"1,742"
2016,October,Dublin,Used Imports,Non electric,"1,671"
2016,November,Dublin,Used Imports,Non electric,"1,913"
2016,December,Dublin,Used Imports,Non electric,"1,458"
2016,January,Dublin,New Irish Registrations,Electric,19
2016,February,Dublin,New Irish Registrations,Electric,47
2016,March,Dublin,New Irish Registrations,Electric,27
2016,April,Dublin,New Irish Registrations,Electric,8
2016,May,Dublin,New Irish Registrations,Electric,5
2016,June,Dublin,New Irish Registrations,Electric,1
2016,July,Dublin,New Irish Registrations,Electric,17
2016,August,Dublin,New Irish Registrations,Electric,5
2016,September,Dublin,New Irish Registrations,Electric,3
2016,October,Dublin,New Irish Registrations,Electric,3
2016,November,Dublin,New Irish Registrations,Electric,5
2016,January,Dublin,New Imports,Electric,2
2016,February,Dublin,New Imports,Electric,1
2016,May,Dublin,New Imports,Electric,1
2016,June,Dublin,New Imports,Electric,1
2016,October,Dublin,New Imports,Electric,1
2016,January,Dublin,Used Imports,Electric,1
2016,February,Dublin,Used Imports,Electric,2
2016,March,Dublin,Used Imports,Electric,4
2016,April,Dublin,Used Imports,Electric,6
2016,May,Dublin,Used Imports,Electric,4
2016,June,Dublin,Used Imports,Electric,8
2016,July,Dublin,Used Imports,Electric,10
2016,August,Dublin,Used Imports,Electric,3
2016,September,Dublin,Used Imports,Electric,13
2016,October,Dublin,Used Imports,Electric,9
2016,November,Dublin,Used Imports,Electric,8
2016,December,Dublin,Used Imports,Electric,6
2016,January,Dublin,New Irish Registrations,Hybrid,300
2016,February,Dublin,New Irish Registrations,Hybrid,160
2016,March,Dublin,New Irish Registrations,Hybrid,223
2016,April,Dublin,New Irish Registrations,Hybrid,140
2016,May,Dublin,New Irish Registrations,Hybrid,72
2016,June,Dublin,New Irish Registrations,Hybrid,26
2016,July,Dublin,New Irish Registrations,Hybrid,352
2016,August,Dublin,New Irish Registrations,Hybrid,93
2016,September,Dublin,New Irish Registrations,Hybrid,60
2016,October,Dublin,New Irish Registrations,Hybrid,28
2016,November,Dublin,New Irish Registrations,Hybrid,23
2016,December,Dublin,New Irish Registrations,Hybrid,3
2016,January,Dublin,New Imports,Hybrid,1
2016,January,Dublin,Used Imports,Hybrid,67
2016,February,Dublin,Used Imports,Hybrid,52
2016,March,Dublin,Used Imports,Hybrid,66
2016,April,Dublin,Used Imports,Hybrid,74
2016,May,Dublin,Used Imports,Hybrid,96
2016,June,Dublin,Used Imports,Hybrid,77
2016,July,Dublin,Used Imports,Hybrid,78
2016,August,Dublin,Used Imports,Hybrid,82
2016,September,Dublin,Used Imports,Hybrid,81
2016,October,Dublin,Used Imports,Hybrid,99
2016,November,Dublin,Used Imports,Hybrid,115
2016,December,Dublin,Used Imports,Hybrid,79
2016,January,Kildare,New Irish Registrations,Non electric,"1,838"
2016,February,Kildare,New Irish Registrations,Non electric,897
2016,March,Kildare,New Irish Registrations,Non electric,657
2016,April,Kildare,New Irish Registrations,Non electric,390
2016,May,Kildare,New Irish Registrations,Non electric,225
2016,June,Kildare,New Irish Registrations,Non electric,60
2016,July,Kildare,New Irish Registrations,Non electric,"1,226"
2016,August,Kildare,New Irish Registrations,Non electric,311
2016,September,Kildare,New Irish Registrations,Non electric,218
2016,October,Kildare,New Irish Registrations,Non electric,82
2016,November,Kildare,New Irish Registrations,Non electric,22
2016,December,Kildare,New Irish Registrations,Non electric,8
2016,May,Kildare,New Imports,Non electric,1
2016,July,Kildare,New Imports,Non electric,1
2016,January,Kildare,Used Imports,Non electric,192
2016,February,Kildare,Used Imports,Non electric,212
2016,March,Kildare,Used Imports,Non electric,249
2016,April,Kildare,Used Imports,Non electric,231
2016,May,Kildare,Used Imports,Non electric,218
2016,June,Kildare,Used Imports,Non electric,192
2016,July,Kildare,Used Imports,Non electric,217
2016,August,Kildare,Used Imports,Non electric,264
2016,September,Kildare,Used Imports,Non electric,268
2016,October,Kildare,Used Imports,Non electric,305
2016,November,Kildare,Used Imports,Non electric,365
2016,December,Kildare,Used Imports,Non electric,209
2016,January,Kildare,New Irish Registrations,Electric,1
2016,February,Kildare,New Irish Registrations,Electric,10
2016,March,Kildare,New Irish Registrations,Electric,1
2016,April,Kildare,New Irish Registrations,Electric,1
2016,May,Kildare,New Irish Registrations,Electric,2
2016,July,Kildare,New Irish Registrations,Electric,3
2016,August,Kildare,New Irish Registrations,Electric,1
2016,September,Kildare,New Irish Registrations,Electric,1
2016,November,Kildare,New Irish Registrations,Electric,1
2016,January,Kildare,Used Imports,Electric,1
2016,March,Kildare,Used Imports,Electric,3
2016,April,Kildare,Used Imports,Electric,3
2016,May,Kildare,Used Imports,Electric,2
2016,June,Kildare,Used Imports,Electric,1
2016,July,Kildare,Used Imports,Electric,4
2016,August,Kildare,Used Imports,Electric,5
2016,September,Kildare,Used Imports,Electric,2
2016,October,Kildare,Used Imports,Electric,3
2016,November,Kildare,Used Imports,Electric,3
2016,December,Kildare,Used Imports,Electric,6
2016,January,Kildare,New Irish Registrations,Hybrid,20
2016,February,Kildare,New Irish Registrations,Hybrid,7
2016,March,Kildare,New Irish Registrations,Hybrid,16
2016,April,Kildare,New Irish Registrations,Hybrid,8
2016,May,Kildare,New Irish Registrations,Hybrid,2
2016,June,Kildare,New Irish Registrations,Hybrid,4
2016,July,Kildare,New Irish Registrations,Hybrid,22
2016,August,Kildare,New Irish Registrations,Hybrid,6
2016,October,Kildare,New Irish Registrations,Hybrid,2
2016,November,Kildare,New Irish Registrations,Hybrid,2
2016,January,Kildare,Used Imports,Hybrid,3
2016,February,Kildare,Used Imports,Hybrid,3
2016,April,Kildare,Used Imports,Hybrid,3
2016,May,Kildare,Used Imports,Hybrid,1
2016,June,Kildare,Used Imports,Hybrid,6
2016,July,Kildare,Used Imports,Hybrid,8
2016,August,Kildare,Used Imports,Hybrid,7
2016,September,Kildare,Used Imports,Hybrid,5
2016,October,Kildare,Used Imports,Hybrid,6
2016,November,Kildare,Used Imports,Hybrid,3
2016,December,Kildare,Used Imports,Hybrid,9
2016,January,Kilkenny,New Irish Registrations,Non electric,909
2016,February,Kilkenny,New Irish Registrations,Non electric,389
2016,March,Kilkenny,New Irish Registrations,Non electric,395
2016,April,Kilkenny,New Irish Registrations,Non electric,177
2016,May,Kilkenny,New Irish Registrations,Non electric,80
2016,June,Kilkenny,New Irish Registrations,Non electric,32
2016,July,Kilkenny,New Irish Registrations,Non electric,542
2016,August,Kilkenny,New Irish Registrations,Non electric,137
2016,September,Kilkenny,New Irish Registrations,Non electric,82
2016,October,Kilkenny,New Irish Registrations,Non electric,27
2016,November,Kilkenny,New Irish Registrations,Non electric,8
2016,December,Kilkenny,New Irish Registrations,Non electric,2
2016,March,Kilkenny,New Imports,Non electric,1
2016,April,Kilkenny,New Imports,Non electric,3
2016,July,Kilkenny,New Imports,Non electric,1
2016,August,Kilkenny,New Imports,Non electric,2
2016,January,Kilkenny,Used Imports,Non electric,63
2016,February,Kilkenny,Used Imports,Non electric,79
2016,March,Kilkenny,Used Imports,Non electric,81
2016,April,Kilkenny,Used Imports,Non electric,76
2016,May,Kilkenny,Used Imports,Non electric,86
2016,June,Kilkenny,Used Imports,Non electric,95
2016,July,Kilkenny,Used Imports,Non electric,84
2016,August,Kilkenny,Used Imports,Non electric,102
2016,September,Kilkenny,Used Imports,Non electric,125
2016,October,Kilkenny,Used Imports,Non electric,105
2016,November,Kilkenny,Used Imports,Non electric,134
2016,December,Kilkenny,Used Imports,Non electric,109
2016,January,Kilkenny,New Irish Registrations,Electric,1
2016,March,Kilkenny,New Irish Registrations,Electric,5
2016,June,Kilkenny,New Irish Registrations,Electric,1
2016,July,Kilkenny,New Irish Registrations,Electric,1
2016,July,Kilkenny,Used Imports,Electric,1
2016,October,Kilkenny,Used Imports,Electric,1
2016,November,Kilkenny,Used Imports,Electric,1
2016,January,Kilkenny,New Irish Registrations,Hybrid,6
2016,February,Kilkenny,New Irish Registrations,Hybrid,2
2016,March,Kilkenny,New Irish Registrations,Hybrid,6
2016,May,Kilkenny,New Irish Registrations,Hybrid,1
2016,June,Kilkenny,New Irish Registrations,Hybrid,1
2016,July,Kilkenny,New Irish Registrations,Hybrid,8
2016,August,Kilkenny,New Irish Registrations,Hybrid,2
2016,September,Kilkenny,New Irish Registrations,Hybrid,1
2016,November,Kilkenny,New Irish Registrations,Hybrid,1
2016,February,Kilkenny,Used Imports,Hybrid,2
2016,March,Kilkenny,Used Imports,Hybrid,1
2016,May,Kilkenny,Used Imports,Hybrid,1
2016,June,Kilkenny,Used Imports,Hybrid,1
2016,August,Kilkenny,Used Imports,Hybrid,3
2016,September,Kilkenny,Used Imports,Hybrid,1
2016,October,Kilkenny,Used Imports,Hybrid,1
2016,November,Kilkenny,Used Imports,Hybrid,1
2016,December,Kilkenny,Used Imports,Hybrid,2
2016,January,Longford,New Irish Registrations,Non electric,224
2016,February,Longford,New Irish Registrations,Non electric,108
2016,March,Longford,New Irish Registrations,Non electric,97
2016,April,Longford,New Irish Registrations,Non electric,37
2016,May,Longford,New Irish Registrations,Non electric,19
2016,June,Longford,New Irish Registrations,Non electric,19
2016,July,Longford,New Irish Registrations,Non electric,131
2016,August,Longford,New Irish Registrations,Non electric,36
2016,September,Longford,New Irish Registrations,Non electric,28
2016,October,Longford,New Irish Registrations,Non electric,6
2016,November,Longford,New Irish Registrations,Non electric,5
2016,December,Longford,New Irish Registrations,Non electric,1
2016,January,Longford,Used Imports,Non electric,60
2016,February,Longford,Used Imports,Non electric,79
2016,March,Longford,Used Imports,Non electric,75
2016,April,Longford,Used Imports,Non electric,78
2016,May,Longford,Used Imports,Non electric,69
2016,June,Longford,Used Imports,Non electric,75
2016,July,Longford,Used Imports,Non electric,68
2016,August,Longford,Used Imports,Non electric,79
2016,September,Longford,Used Imports,Non electric,69
2016,October,Longford,Used Imports,Non electric,80
2016,November,Longford,Used Imports,Non electric,119
2016,December,Longford,Used Imports,Non electric,65
2016,January,Longford,New Irish Registrations,Hybrid,5
2016,February,Longford,New Irish Registrations,Hybrid,3
2016,March,Longford,New Irish Registrations,Hybrid,3
2016,June,Longford,New Irish Registrations,Hybrid,1
2016,July,Longford,New Irish Registrations,Hybrid,3
2016,November,Longford,New Irish Registrations,Hybrid,1
2016,March,Longford,Used Imports,Hybrid,1
2016,April,Longford,Used Imports,Hybrid,1
2016,May,Longford,Used Imports,Hybrid,2
2016,August,Longford,Used Imports,Hybrid,1
2016,November,Longford,Used Imports,Hybrid,1
2016,January,Louth,New Irish Registrations,Non electric,964
2016,February,Louth,New Irish Registrations,Non electric,534
2016,March,Louth,New Irish Registrations,Non electric,404
2016,April,Louth,New Irish Registrations,Non electric,212
2016,May,Louth,New Irish Registrations,Non electric,117
2016,June,Louth,New Irish Registrations,Non electric,39
2016,July,Louth,New Irish Registrations,Non electric,583
2016,August,Louth,New Irish Registrations,Non electric,150
2016,September,Louth,New Irish Registrations,Non electric,64
2016,October,Louth,New Irish Registrations,Non electric,24
2016,November,Louth,New Irish Registrations,Non electric,10
2016,December,Louth,New Irish Registrations,Non electric,4
2016,February,Louth,New Imports,Non electric,1
2016,May,Louth,New Imports,Non electric,1
2016,January,Louth,Used Imports,Non electric,168
2016,February,Louth,Used Imports,Non electric,216
2016,March,Louth,Used Imports,Non electric,189
2016,April,Louth,Used Imports,Non electric,202
2016,May,Louth,Used Imports,Non electric,206
2016,June,Louth,Used Imports,Non electric,207
2016,July,Louth,Used Imports,Non electric,202
2016,August,Louth,Used Imports,Non electric,248
2016,September,Louth,Used Imports,Non electric,263
2016,October,Louth,Used Imports,Non electric,282
2016,November,Louth,Used Imports,Non electric,289
2016,December,Louth,Used Imports,Non electric,187
2016,January,Louth,New Irish Registrations,Electric,1
2016,February,Louth,New Irish Registrations,Electric,1
2016,March,Louth,New Irish Registrations,Electric,1
2016,August,Louth,New Irish Registrations,Electric,1
2016,January,Louth,Used Imports,Electric,1
2016,May,Louth,Used Imports,Electric,1
2016,July,Louth,Used Imports,Electric,1
2016,September,Louth,Used Imports,Electric,1
2016,October,Louth,Used Imports,Electric,1
2016,December,Louth,Used Imports,Electric,1
2016,January,Louth,New Irish Registrations,Hybrid,14
2016,February,Louth,New Irish Registrations,Hybrid,2
2016,March,Louth,New Irish Registrations,Hybrid,4
2016,May,Louth,New Irish Registrations,Hybrid,1
2016,June,Louth,New Irish Registrations,Hybrid,2
2016,July,Louth,New Irish Registrations,Hybrid,14
2016,August,Louth,New Irish Registrations,Hybrid,1
2016,September,Louth,New Irish Registrations,Hybrid,1
2016,October,Louth,New Irish Registrations,Hybrid,1
2016,November,Louth,New Irish Registrations,Hybrid,2
2016,January,Louth,Used Imports,Hybrid,4
2016,February,Louth,Used Imports,Hybrid,3
