"Statistic","Year","Engine Capacity cc","Car Make","Emission Band","Licensing Authority","UNIT","VALUE"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Tipperary","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Cork","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Opel","All bands","Dublin","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","All licensing authorities","Number","2911"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Carlow","Number","28"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Cavan","Number","58"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Clare","Number","88"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Donegal","Number","182"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Galway","Number","135"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Kerry","Number","85"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Kildare","Number","140"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Kilkenny","Number","43"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Laois","Number","49"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Leitrim","Number","53"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Longford","Number","30"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Louth","Number","161"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Mayo","Number","99"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Meath","Number","161"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Monaghan","Number","104"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Offaly","Number","53"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Roscommon","Number","47"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Sligo","Number","76"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Westmeath","Number","45"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Wexford","Number","137"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Wicklow","Number","70"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Limerick","Number","77"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Waterford","Number","42"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Tipperary","Number","139"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Cork","Number","226"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Peugeot","All bands","Dublin","Number","583"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","All licensing authorities","Number","139"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Carlow","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Cavan","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Clare","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Donegal","Number","2"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Galway","Number","4"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Kerry","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Kildare","Number","5"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Kilkenny","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Laois","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Leitrim","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Longford","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Louth","Number","2"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Mayo","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Meath","Number","6"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Monaghan","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Offaly","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Roscommon","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Sligo","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Westmeath","Number","3"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Wexford","Number","1"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Wicklow","Number","5"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Limerick","Number","3"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Waterford","Number","0"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Tipperary","Number","4"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Cork","Number","10"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Porsche","All bands","Dublin","Number","86"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Renault","All bands","All licensing authorities","Number","2021"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Renault","All bands","Carlow","Number","18"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Renault","All bands","Cavan","Number","26"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Renault","All bands","Clare","Number","62"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Renault","All bands","Donegal","Number","122"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Renault","All bands","Galway","Number","66"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Renault","All bands","Kerry","Number","35"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Renault","All bands","Kildare","Number","143"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Renault","All bands","Kilkenny","Number","29"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Renault","All bands","Laois","Number","30"
"Second Hand Private Cars","2018","All engine capacities with respect to private cars (cc)","Renault","All bands","Leitrim","Number","20"
