Year,Statistic,Engine Capacity cc,Car Make,Emission Band,county,car_count
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Longford,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Louth,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Mayo,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Meath,1
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Monaghan,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Offaly,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Roscommon,1
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Sligo,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Westmeath,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Wexford,1
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Wicklow,2
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Limerick,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Waterford,2
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Tipperary,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Cork,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Daihatsu,All bands,Dublin,10
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Carlow,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Cavan,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Clare,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Donegal,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Galway,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Kerry,1
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Kildare,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Kilkenny,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Laois,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Leitrim,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Longford,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Louth,1
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Mayo,1
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Meath,1
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Monaghan,2
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Offaly,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Roscommon,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Sligo,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Westmeath,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Wexford,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Wicklow,1
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Limerick,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Waterford,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Tipperary,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Cork,1
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Dodge,All bands,Dublin,1
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Carlow,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Cavan,9
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Clare,13
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Donegal,28
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Galway,13
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Kerry,9
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Kildare,21
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Kilkenny,7
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Laois,3
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Leitrim,2
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Longford,5
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Louth,16
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Mayo,18
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Meath,18
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Monaghan,10
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Offaly,2
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Roscommon,13
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Sligo,6
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Westmeath,7
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Wexford,21
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Wicklow,33
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Limerick,5
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Waterford,13
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Tipperary,15
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Cork,48
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Fiat,All bands,Dublin,169
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Carlow,79
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Cavan,266
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Clare,409
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Donegal,743
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Galway,719
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Kerry,323
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Kildare,419
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Kilkenny,161
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Laois,149
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Leitrim,104
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Longford,120
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Louth,315
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Mayo,491
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Meath,397
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Monaghan,206
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Offaly,148
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Roscommon,227
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Sligo,164
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Westmeath,199
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Wexford,367
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Wicklow,227
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Limerick,428
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Waterford,237
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Tipperary,345
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Cork,907
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Ford,All bands,Dublin,1744
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Carlow,17
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Cavan,27
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Clare,35
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Donegal,72
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Galway,100
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Kerry,28
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Kildare,114
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Kilkenny,25
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Laois,24
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Leitrim,8
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Longford,16
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Louth,55
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Mayo,30
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Meath,92
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Monaghan,20
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Offaly,14
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Roscommon,17
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Sligo,26
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Westmeath,20
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Wexford,71
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Wicklow,58
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Limerick,36
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Waterford,43
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Tipperary,54
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Cork,157
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Honda,All bands,Dublin,912
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Carlow,40
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Cavan,81
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Clare,112
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Donegal,152
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Galway,309
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Kerry,100
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Kildare,157
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Kilkenny,62
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Laois,56
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Leitrim,27
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Longford,36
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Louth,107
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Mayo,88
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Meath,139
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Monaghan,91
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Offaly,43
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Roscommon,47
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Sligo,56
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Westmeath,61
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Wexford,123
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Wicklow,110
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Limerick,109
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Waterford,52
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Tipperary,113
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Cork,225
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Hyundai,All bands,Dublin,813
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Carlow,3
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Cavan,2
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Clare,5
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Donegal,6
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Galway,12
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Kerry,9
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Kildare,21
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Kilkenny,4
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Laois,3
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Leitrim,4
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Longford,6
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Louth,11
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Mayo,9
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Meath,11
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Monaghan,4
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Offaly,3
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Roscommon,6
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Sligo,2
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Westmeath,9
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Wexford,4
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Wicklow,12
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Limerick,8
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Waterford,5
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Tipperary,9
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Cork,28
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jaguar,All bands,Dublin,100
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Carlow,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Cavan,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Clare,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Donegal,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Galway,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Kerry,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Kildare,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Kilkenny,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Laois,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Leitrim,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Longford,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Louth,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Mayo,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Meath,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Monaghan,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Offaly,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Roscommon,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Sligo,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Westmeath,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Wexford,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Wicklow,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Limerick,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Waterford,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Tipperary,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Cork,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Jeep,All bands,Dublin,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Carlow,15
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Cavan,30
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Clare,48
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Donegal,172
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Galway,81
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Kerry,66
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Kildare,119
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Kilkenny,47
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Laois,49
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Leitrim,17
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Longford,15
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Louth,67
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Mayo,27
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Meath,77
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Monaghan,30
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Offaly,40
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Roscommon,28
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Sligo,30
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Westmeath,56
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Wexford,69
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Wicklow,45
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Limerick,64
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Waterford,37
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Tipperary,78
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Cork,199
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Kia,All bands,Dublin,318
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Carlow,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Cavan,1
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Clare,5
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Donegal,6
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Galway,10
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Kerry,8
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Kildare,9
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Kilkenny,4
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Laois,2
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Leitrim,2
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Longford,3
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Louth,7
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Mayo,6
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Meath,10
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Monaghan,0
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Offaly,1
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Roscommon,2
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Sligo,1
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Westmeath,3
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Wexford,3
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Wicklow,9
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Limerick,4
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Waterford,5
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Tipperary,4
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Cork,22
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Land Rover,All bands,Dublin,88
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Carlow,3
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Cavan,4
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Clare,10
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Donegal,17
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Galway,42
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Kerry,4
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Kildare,20
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Kilkenny,5
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Laois,2
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Leitrim,3
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Longford,2
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Louth,14
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Mayo,11
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Meath,20
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Monaghan,2
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Offaly,2
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Roscommon,4
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Sligo,3
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Westmeath,10
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Wexford,6
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Wicklow,15
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Limerick,10
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Waterford,5
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Tipperary,6
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Cork,41
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Lexus,All bands,Dublin,275
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Carlow,11
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Cavan,20
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Clare,33
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Donegal,36
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Galway,52
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Kerry,23
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Kildare,84
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Kilkenny,19
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Laois,20
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Leitrim,11
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Longford,7
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Louth,39
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Mayo,21
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Meath,65
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Monaghan,11
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Offaly,29
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Roscommon,13
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Sligo,18
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Westmeath,20
2016,Second Hand Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Wexford,38
