Year,Statistic,Engine Capacity cc,Car Make,Emission Band,county,car_count
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Meath,95
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Monaghan,46
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Offaly,39
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Roscommon,46
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Sligo,13
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Westmeath,15
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Wexford,139
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Wicklow,43
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Limerick,117
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Waterford,106
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Tipperary,62
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Cork,326
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mazda,All bands,Dublin,842
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Carlow,78
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Cavan,72
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Clare,49
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Donegal,53
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Galway,127
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Kerry,54
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Kildare,235
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Kilkenny,51
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Laois,46
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Leitrim,31
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Longford,26
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Louth,98
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Mayo,62
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Meath,179
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Monaghan,49
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Offaly,37
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Roscommon,63
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Sligo,72
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Westmeath,72
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Wexford,115
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Wicklow,92
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Limerick,180
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Waterford,100
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Tipperary,98
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Cork,493
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mercedes Benz,All bands,Dublin,2087
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Carlow,3
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Cavan,1
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Clare,1
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Donegal,3
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Galway,11
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Kerry,4
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Kildare,16
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Kilkenny,4
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Laois,5
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Leitrim,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Longford,2
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Louth,1
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Mayo,2
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Meath,20
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Monaghan,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Offaly,2
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Roscommon,2
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Sligo,5
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Westmeath,16
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Wexford,9
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Wicklow,17
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Limerick,12
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Waterford,82
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Tipperary,17
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Cork,46
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mini,All bands,Dublin,315
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Carlow,3
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Cavan,6
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Clare,6
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Donegal,27
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Galway,32
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Kerry,11
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Kildare,30
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Kilkenny,10
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Laois,6
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Leitrim,1
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Longford,10
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Louth,16
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Mayo,32
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Meath,22
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Monaghan,25
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Offaly,23
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Roscommon,16
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Sligo,10
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Westmeath,18
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Wexford,24
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Wicklow,41
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Limerick,17
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Waterford,17
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Tipperary,16
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Cork,48
2017,New Private Cars,All engine capacities with respect to private cars (cc),Mitsubishi,All bands,Dublin,180
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Carlow,92
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Cavan,140
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Clare,251
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Donegal,90
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Galway,328
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Kerry,182
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Kildare,367
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Kilkenny,148
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Laois,113
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Leitrim,28
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Longford,31
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Louth,252
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Mayo,122
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Meath,359
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Monaghan,62
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Offaly,128
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Roscommon,1220
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Sligo,65
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Westmeath,120
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Wexford,365
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Wicklow,251
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Limerick,428
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Waterford,233
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Tipperary,233
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Cork,950
2017,New Private Cars,All engine capacities with respect to private cars (cc),Nissan,All bands,Dublin,3396
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Carlow,57
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Cavan,405
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Clare,60
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Donegal,203
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Galway,245
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Kerry,119
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Kildare,151
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Kilkenny,109
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Laois,42
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Leitrim,85
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Longford,23
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Louth,72
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Mayo,47
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Meath,100
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Monaghan,98
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Offaly,78
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Roscommon,544
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Sligo,42
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Westmeath,64
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Wexford,132
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Wicklow,98
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Limerick,210
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Waterford,386
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Tipperary,178
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Cork,782
2017,New Private Cars,All engine capacities with respect to private cars (cc),Opel,All bands,Dublin,2144
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Carlow,78
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Cavan,19
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Clare,40
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Donegal,69
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Galway,107
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Kerry,174
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Kildare,125
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Kilkenny,104
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Laois,19
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Leitrim,9
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Longford,8
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Louth,139
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Mayo,70
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Meath,138
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Monaghan,49
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Offaly,68
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Roscommon,42
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Sligo,13
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Westmeath,56
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Wexford,138
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Wicklow,104
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Limerick,165
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Waterford,337
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Tipperary,171
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Cork,341
2017,New Private Cars,All engine capacities with respect to private cars (cc),Peugeot,All bands,Dublin,1214
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Carlow,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Cavan,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Clare,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Donegal,1
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Galway,4
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Kerry,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Kildare,6
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Kilkenny,2
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Laois,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Leitrim,1
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Longford,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Louth,1
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Mayo,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Meath,1
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Monaghan,1
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Offaly,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Roscommon,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Sligo,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Westmeath,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Wexford,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Wicklow,3
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Limerick,1
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Waterford,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Tipperary,4
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Cork,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Porsche,All bands,Dublin,56
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Carlow,87
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Cavan,85
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Clare,154
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Donegal,97
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Galway,174
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Kerry,85
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Kildare,322
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Kilkenny,115
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Laois,98
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Leitrim,13
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Longford,9
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Louth,214
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Mayo,122
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Meath,249
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Monaghan,25
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Offaly,96
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Roscommon,288
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Sligo,21
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Westmeath,251
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Wexford,255
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Wicklow,127
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Limerick,313
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Waterford,509
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Tipperary,157
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Cork,1141
2017,New Private Cars,All engine capacities with respect to private cars (cc),Renault,All bands,Dublin,3375
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Carlow,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Cavan,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Clare,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Donegal,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Galway,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Kerry,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Kildare,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Kilkenny,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Laois,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Leitrim,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Longford,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Louth,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Mayo,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Meath,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Monaghan,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Offaly,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Roscommon,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Sligo,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Westmeath,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Wexford,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Wicklow,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Limerick,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Waterford,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Tipperary,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Cork,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Rover,All bands,Dublin,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Carlow,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Cavan,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Clare,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Donegal,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Galway,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Kerry,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Kildare,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Kilkenny,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Laois,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Leitrim,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Longford,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Louth,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Mayo,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Meath,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Monaghan,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Offaly,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Roscommon,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Sligo,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Westmeath,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Wexford,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Wicklow,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Limerick,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Waterford,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Tipperary,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Cork,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Saab,All bands,Dublin,0
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Carlow,28
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Cavan,48
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Clare,13
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Donegal,89
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Galway,93
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Kerry,49
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Kildare,137
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Kilkenny,77
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Laois,27
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Leitrim,8
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Longford,7
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Louth,67
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Mayo,52
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Meath,61
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Monaghan,99
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Offaly,17
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Roscommon,481
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Sligo,15
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Westmeath,44
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Wexford,98
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Wicklow,49
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Limerick,88
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Waterford,97
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Tipperary,36
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Cork,510
2017,New Private Cars,All engine capacities with respect to private cars (cc),Seat,All bands,Dublin,1055
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Carlow,136
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Cavan,132
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Clare,165
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Donegal,183
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Galway,340
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Kerry,205
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Kildare,389
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Kilkenny,128
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Laois,162
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Leitrim,49
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Longford,30
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Louth,170
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Mayo,145
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Meath,283
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Monaghan,81
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Offaly,49
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Roscommon,223
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Sligo,110
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Westmeath,107
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Wexford,384
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Wicklow,252
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Limerick,179
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Waterford,199
2017,New Private Cars,All engine capacities with respect to private cars (cc),Skoda,All bands,Tipperary,224
