,Statistic,Year,Engine Capacity cc,Emission Band,county,car_count
12421,New Private Cars,2015,Up to 900 cc,Band  A,Carlow,4.0
12422,New Private Cars,2015,Up to 900 cc,Band  A,Cavan,3.0
12423,New Private Cars,2015,Up to 900 cc,Band  A,Clare,13.0
12424,New Private Cars,2015,Up to 900 cc,Band  A,Donegal,7.0
12425,New Private Cars,2015,Up to 900 cc,Band  A,Galway,25.0
12426,New Private Cars,2015,Up to 900 cc,Band  A,Kerry,19.0
12427,New Private Cars,2015,Up to 900 cc,Band  A,Kildare,42.0
12428,New Private Cars,2015,Up to 900 cc,Band  A,Kilkenny,10.0
12429,New Private Cars,2015,Up to 900 cc,Band  A,Laois,5.0
12430,New Private Cars,2015,Up to 900 cc,Band  A,Leitrim,2.0
12431,New Private Cars,2015,Up to 900 cc,Band  A,Longford,1.0
12432,New Private Cars,2015,Up to 900 cc,Band  A,Louth,21.0
12433,New Private Cars,2015,Up to 900 cc,Band  A,Mayo,7.0
12434,New Private Cars,2015,Up to 900 cc,Band  A,Meath,27.0
12435,New Private Cars,2015,Up to 900 cc,Band  A,Monaghan,5.0
12436,New Private Cars,2015,Up to 900 cc,Band  A,Offaly,1.0
12437,New Private Cars,2015,Up to 900 cc,Band  A,Roscommon,2.0
12438,New Private Cars,2015,Up to 900 cc,Band  A,Sligo,2.0
12439,New Private Cars,2015,Up to 900 cc,Band  A,Westmeath,7.0
12440,New Private Cars,2015,Up to 900 cc,Band  A,Wexford,21.0
12441,New Private Cars,2015,Up to 900 cc,Band  A,Wicklow,26.0
12442,New Private Cars,2015,Up to 900 cc,Band  A,Limerick,10.0
12443,New Private Cars,2015,Up to 900 cc,Band  A,Waterford,22.0
12444,New Private Cars,2015,Up to 900 cc,Band  A,Tipperary,11.0
12445,New Private Cars,2015,Up to 900 cc,Band  A,Cork,83.0
12446,New Private Cars,2015,Up to 900 cc,Band  A,Dublin,223.0
12448,New Private Cars,2015,Up to 900 cc,Band  B,Carlow,1.0
12449,New Private Cars,2015,Up to 900 cc,Band  B,Cavan,0.0
12450,New Private Cars,2015,Up to 900 cc,Band  B,Clare,0.0
12451,New Private Cars,2015,Up to 900 cc,Band  B,Donegal,1.0
12452,New Private Cars,2015,Up to 900 cc,Band  B,Galway,10.0
12453,New Private Cars,2015,Up to 900 cc,Band  B,Kerry,0.0
12454,New Private Cars,2015,Up to 900 cc,Band  B,Kildare,3.0
12455,New Private Cars,2015,Up to 900 cc,Band  B,Kilkenny,0.0
12456,New Private Cars,2015,Up to 900 cc,Band  B,Laois,0.0
12457,New Private Cars,2015,Up to 900 cc,Band  B,Leitrim,0.0
12458,New Private Cars,2015,Up to 900 cc,Band  B,Longford,0.0
12459,New Private Cars,2015,Up to 900 cc,Band  B,Louth,0.0
12460,New Private Cars,2015,Up to 900 cc,Band  B,Mayo,2.0
12461,New Private Cars,2015,Up to 900 cc,Band  B,Meath,5.0
12462,New Private Cars,2015,Up to 900 cc,Band  B,Monaghan,0.0
12463,New Private Cars,2015,Up to 900 cc,Band  B,Offaly,1.0
12464,New Private Cars,2015,Up to 900 cc,Band  B,Roscommon,2.0
12465,New Private Cars,2015,Up to 900 cc,Band  B,Sligo,0.0
12466,New Private Cars,2015,Up to 900 cc,Band  B,Westmeath,2.0
12467,New Private Cars,2015,Up to 900 cc,Band  B,Wexford,3.0
12468,New Private Cars,2015,Up to 900 cc,Band  B,Wicklow,2.0
12469,New Private Cars,2015,Up to 900 cc,Band  B,Limerick,14.0
12470,New Private Cars,2015,Up to 900 cc,Band  B,Waterford,2.0
12471,New Private Cars,2015,Up to 900 cc,Band  B,Tipperary,1.0
12472,New Private Cars,2015,Up to 900 cc,Band  B,Cork,20.0
12473,New Private Cars,2015,Up to 900 cc,Band  B,Dublin,42.0
12475,New Private Cars,2015,Up to 900 cc,Band  C,Carlow,0.0
12476,New Private Cars,2015,Up to 900 cc,Band  C,Cavan,0.0
12477,New Private Cars,2015,Up to 900 cc,Band  C,Clare,0.0
12478,New Private Cars,2015,Up to 900 cc,Band  C,Donegal,0.0
12479,New Private Cars,2015,Up to 900 cc,Band  C,Galway,0.0
12480,New Private Cars,2015,Up to 900 cc,Band  C,Kerry,0.0
12481,New Private Cars,2015,Up to 900 cc,Band  C,Kildare,0.0
12482,New Private Cars,2015,Up to 900 cc,Band  C,Kilkenny,0.0
12483,New Private Cars,2015,Up to 900 cc,Band  C,Laois,0.0
12484,New Private Cars,2015,Up to 900 cc,Band  C,Leitrim,0.0
12485,New Private Cars,2015,Up to 900 cc,Band  C,Longford,0.0
12486,New Private Cars,2015,Up to 900 cc,Band  C,Louth,0.0
12487,New Private Cars,2015,Up to 900 cc,Band  C,Mayo,0.0
12488,New Private Cars,2015,Up to 900 cc,Band  C,Meath,0.0
12489,New Private Cars,2015,Up to 900 cc,Band  C,Monaghan,0.0
12490,New Private Cars,2015,Up to 900 cc,Band  C,Offaly,0.0
12491,New Private Cars,2015,Up to 900 cc,Band  C,Roscommon,0.0
12492,New Private Cars,2015,Up to 900 cc,Band  C,Sligo,0.0
12493,New Private Cars,2015,Up to 900 cc,Band  C,Westmeath,0.0
12494,New Private Cars,2015,Up to 900 cc,Band  C,Wexford,0.0
12495,New Private Cars,2015,Up to 900 cc,Band  C,Wicklow,0.0
12496,New Private Cars,2015,Up to 900 cc,Band  C,Limerick,0.0
12497,New Private Cars,2015,Up to 900 cc,Band  C,Waterford,0.0
12498,New Private Cars,2015,Up to 900 cc,Band  C,Tipperary,0.0
12499,New Private Cars,2015,Up to 900 cc,Band  C,Cork,0.0
12500,New Private Cars,2015,Up to 900 cc,Band  C,Dublin,0.0
12502,New Private Cars,2015,Up to 900 cc,Band  D,Carlow,0.0
12503,New Private Cars,2015,Up to 900 cc,Band  D,Cavan,0.0
12504,New Private Cars,2015,Up to 900 cc,Band  D,Clare,0.0
12505,New Private Cars,2015,Up to 900 cc,Band  D,Donegal,0.0
12506,New Private Cars,2015,Up to 900 cc,Band  D,Galway,0.0
12507,New Private Cars,2015,Up to 900 cc,Band  D,Kerry,0.0
12508,New Private Cars,2015,Up to 900 cc,Band  D,Kildare,0.0
12509,New Private Cars,2015,Up to 900 cc,Band  D,Kilkenny,0.0
12510,New Private Cars,2015,Up to 900 cc,Band  D,Laois,0.0
12511,New Private Cars,2015,Up to 900 cc,Band  D,Leitrim,0.0
12512,New Private Cars,2015,Up to 900 cc,Band  D,Longford,0.0
12513,New Private Cars,2015,Up to 900 cc,Band  D,Louth,0.0
12514,New Private Cars,2015,Up to 900 cc,Band  D,Mayo,0.0
12515,New Private Cars,2015,Up to 900 cc,Band  D,Meath,0.0
12516,New Private Cars,2015,Up to 900 cc,Band  D,Monaghan,0.0
12517,New Private Cars,2015,Up to 900 cc,Band  D,Offaly,0.0
12518,New Private Cars,2015,Up to 900 cc,Band  D,Roscommon,0.0
12519,New Private Cars,2015,Up to 900 cc,Band  D,Sligo,0.0
12520,New Private Cars,2015,Up to 900 cc,Band  D,Westmeath,0.0
12521,New Private Cars,2015,Up to 900 cc,Band  D,Wexford,0.0
12522,New Private Cars,2015,Up to 900 cc,Band  D,Wicklow,0.0
12523,New Private Cars,2015,Up to 900 cc,Band  D,Limerick,0.0
12524,New Private Cars,2015,Up to 900 cc,Band  D,Waterford,0.0
12525,New Private Cars,2015,Up to 900 cc,Band  D,Tipperary,0.0
12526,New Private Cars,2015,Up to 900 cc,Band  D,Cork,0.0
12527,New Private Cars,2015,Up to 900 cc,Band  D,Dublin,0.0
12529,New Private Cars,2015,Up to 900 cc,Band  E,Carlow,0.0
12530,New Private Cars,2015,Up to 900 cc,Band  E,Cavan,0.0
12531,New Private Cars,2015,Up to 900 cc,Band  E,Clare,0.0
12532,New Private Cars,2015,Up to 900 cc,Band  E,Donegal,0.0
12533,New Private Cars,2015,Up to 900 cc,Band  E,Galway,0.0
12534,New Private Cars,2015,Up to 900 cc,Band  E,Kerry,0.0
12535,New Private Cars,2015,Up to 900 cc,Band  E,Kildare,0.0
12536,New Private Cars,2015,Up to 900 cc,Band  E,Kilkenny,0.0
12537,New Private Cars,2015,Up to 900 cc,Band  E,Laois,0.0
12538,New Private Cars,2015,Up to 900 cc,Band  E,Leitrim,0.0
12539,New Private Cars,2015,Up to 900 cc,Band  E,Longford,0.0
12540,New Private Cars,2015,Up to 900 cc,Band  E,Louth,0.0
12541,New Private Cars,2015,Up to 900 cc,Band  E,Mayo,0.0
12542,New Private Cars,2015,Up to 900 cc,Band  E,Meath,0.0
12543,New Private Cars,2015,Up to 900 cc,Band  E,Monaghan,0.0
12544,New Private Cars,2015,Up to 900 cc,Band  E,Offaly,0.0
12545,New Private Cars,2015,Up to 900 cc,Band  E,Roscommon,0.0
12546,New Private Cars,2015,Up to 900 cc,Band  E,Sligo,0.0
12547,New Private Cars,2015,Up to 900 cc,Band  E,Westmeath,0.0
12548,New Private Cars,2015,Up to 900 cc,Band  E,Wexford,0.0
12549,New Private Cars,2015,Up to 900 cc,Band  E,Wicklow,0.0
12550,New Private Cars,2015,Up to 900 cc,Band  E,Limerick,0.0
12551,New Private Cars,2015,Up to 900 cc,Band  E,Waterford,0.0
12552,New Private Cars,2015,Up to 900 cc,Band  E,Tipperary,0.0
12553,New Private Cars,2015,Up to 900 cc,Band  E,Cork,0.0
12554,New Private Cars,2015,Up to 900 cc,Band  E,Dublin,0.0
12556,New Private Cars,2015,Up to 900 cc,Band  F,Carlow,0.0
12557,New Private Cars,2015,Up to 900 cc,Band  F,Cavan,0.0
12558,New Private Cars,2015,Up to 900 cc,Band  F,Clare,0.0
12559,New Private Cars,2015,Up to 900 cc,Band  F,Donegal,0.0
12560,New Private Cars,2015,Up to 900 cc,Band  F,Galway,0.0
12561,New Private Cars,2015,Up to 900 cc,Band  F,Kerry,0.0
12562,New Private Cars,2015,Up to 900 cc,Band  F,Kildare,0.0
12563,New Private Cars,2015,Up to 900 cc,Band  F,Kilkenny,0.0
12564,New Private Cars,2015,Up to 900 cc,Band  F,Laois,0.0
12565,New Private Cars,2015,Up to 900 cc,Band  F,Leitrim,0.0
12566,New Private Cars,2015,Up to 900 cc,Band  F,Longford,0.0
12567,New Private Cars,2015,Up to 900 cc,Band  F,Louth,0.0
12568,New Private Cars,2015,Up to 900 cc,Band  F,Mayo,0.0
12569,New Private Cars,2015,Up to 900 cc,Band  F,Meath,0.0
12570,New Private Cars,2015,Up to 900 cc,Band  F,Monaghan,0.0
12571,New Private Cars,2015,Up to 900 cc,Band  F,Offaly,0.0
12572,New Private Cars,2015,Up to 900 cc,Band  F,Roscommon,0.0
12573,New Private Cars,2015,Up to 900 cc,Band  F,Sligo,0.0
12574,New Private Cars,2015,Up to 900 cc,Band  F,Westmeath,0.0
12575,New Private Cars,2015,Up to 900 cc,Band  F,Wexford,0.0
12576,New Private Cars,2015,Up to 900 cc,Band  F,Wicklow,0.0
12577,New Private Cars,2015,Up to 900 cc,Band  F,Limerick,0.0
12578,New Private Cars,2015,Up to 900 cc,Band  F,Waterford,0.0
12579,New Private Cars,2015,Up to 900 cc,Band  F,Tipperary,0.0
12580,New Private Cars,2015,Up to 900 cc,Band  F,Cork,0.0
12581,New Private Cars,2015,Up to 900 cc,Band  F,Dublin,0.0
12583,New Private Cars,2015,Up to 900 cc,Band  G,Carlow,0.0
12584,New Private Cars,2015,Up to 900 cc,Band  G,Cavan,0.0
12585,New Private Cars,2015,Up to 900 cc,Band  G,Clare,0.0
12586,New Private Cars,2015,Up to 900 cc,Band  G,Donegal,0.0
12587,New Private Cars,2015,Up to 900 cc,Band  G,Galway,0.0
12588,New Private Cars,2015,Up to 900 cc,Band  G,Kerry,0.0
12589,New Private Cars,2015,Up to 900 cc,Band  G,Kildare,0.0
12590,New Private Cars,2015,Up to 900 cc,Band  G,Kilkenny,0.0
12591,New Private Cars,2015,Up to 900 cc,Band  G,Laois,0.0
12592,New Private Cars,2015,Up to 900 cc,Band  G,Leitrim,0.0
12593,New Private Cars,2015,Up to 900 cc,Band  G,Longford,0.0
12594,New Private Cars,2015,Up to 900 cc,Band  G,Louth,0.0
12595,New Private Cars,2015,Up to 900 cc,Band  G,Mayo,0.0
12596,New Private Cars,2015,Up to 900 cc,Band  G,Meath,0.0
12597,New Private Cars,2015,Up to 900 cc,Band  G,Monaghan,0.0
12598,New Private Cars,2015,Up to 900 cc,Band  G,Offaly,0.0
12599,New Private Cars,2015,Up to 900 cc,Band  G,Roscommon,0.0
12600,New Private Cars,2015,Up to 900 cc,Band  G,Sligo,0.0
12601,New Private Cars,2015,Up to 900 cc,Band  G,Westmeath,0.0
12602,New Private Cars,2015,Up to 900 cc,Band  G,Wexford,0.0
12603,New Private Cars,2015,Up to 900 cc,Band  G,Wicklow,0.0
12604,New Private Cars,2015,Up to 900 cc,Band  G,Limerick,0.0
12605,New Private Cars,2015,Up to 900 cc,Band  G,Waterford,0.0
12606,New Private Cars,2015,Up to 900 cc,Band  G,Tipperary,0.0
12607,New Private Cars,2015,Up to 900 cc,Band  G,Cork,0.0
12608,New Private Cars,2015,Up to 900 cc,Band  G,Dublin,0.0
12610,New Private Cars,2015,Up to 900 cc,Not available,Carlow,0.0
12611,New Private Cars,2015,Up to 900 cc,Not available,Cavan,0.0
12612,New Private Cars,2015,Up to 900 cc,Not available,Clare,0.0
12613,New Private Cars,2015,Up to 900 cc,Not available,Donegal,0.0
12614,New Private Cars,2015,Up to 900 cc,Not available,Galway,2.0
12615,New Private Cars,2015,Up to 900 cc,Not available,Kerry,0.0
12616,New Private Cars,2015,Up to 900 cc,Not available,Kildare,1.0
12617,New Private Cars,2015,Up to 900 cc,Not available,Kilkenny,0.0
12618,New Private Cars,2015,Up to 900 cc,Not available,Laois,0.0
12619,New Private Cars,2015,Up to 900 cc,Not available,Leitrim,0.0
12620,New Private Cars,2015,Up to 900 cc,Not available,Longford,0.0
12621,New Private Cars,2015,Up to 900 cc,Not available,Louth,0.0
12622,New Private Cars,2015,Up to 900 cc,Not available,Mayo,0.0
12623,New Private Cars,2015,Up to 900 cc,Not available,Meath,0.0
12624,New Private Cars,2015,Up to 900 cc,Not available,Monaghan,0.0
12625,New Private Cars,2015,Up to 900 cc,Not available,Offaly,0.0
12626,New Private Cars,2015,Up to 900 cc,Not available,Roscommon,0.0
12627,New Private Cars,2015,Up to 900 cc,Not available,Sligo,1.0
12628,New Private Cars,2015,Up to 900 cc,Not available,Westmeath,0.0
12629,New Private Cars,2015,Up to 900 cc,Not available,Wexford,0.0
12630,New Private Cars,2015,Up to 900 cc,Not available,Wicklow,1.0
12631,New Private Cars,2015,Up to 900 cc,Not available,Limerick,0.0
12632,New Private Cars,2015,Up to 900 cc,Not available,Waterford,0.0
12633,New Private Cars,2015,Up to 900 cc,Not available,Tipperary,0.0
12634,New Private Cars,2015,Up to 900 cc,Not available,Cork,0.0
12635,New Private Cars,2015,Up to 900 cc,Not available,Dublin,11.0
12664,New Private Cars,2015,901-1000 cc,Band  A,Carlow,110.0
12665,New Private Cars,2015,901-1000 cc,Band  A,Cavan,102.0
12666,New Private Cars,2015,901-1000 cc,Band  A,Clare,154.0
12667,New Private Cars,2015,901-1000 cc,Band  A,Donegal,180.0
12668,New Private Cars,2015,901-1000 cc,Band  A,Galway,293.0
12669,New Private Cars,2015,901-1000 cc,Band  A,Kerry,190.0
12670,New Private Cars,2015,901-1000 cc,Band  A,Kildare,349.0
12671,New Private Cars,2015,901-1000 cc,Band  A,Kilkenny,148.0
12672,New Private Cars,2015,901-1000 cc,Band  A,Laois,89.0
12673,New Private Cars,2015,901-1000 cc,Band  A,Leitrim,31.0
12674,New Private Cars,2015,901-1000 cc,Band  A,Longford,49.0
12675,New Private Cars,2015,901-1000 cc,Band  A,Louth,277.0
12676,New Private Cars,2015,901-1000 cc,Band  A,Mayo,151.0
12677,New Private Cars,2015,901-1000 cc,Band  A,Meath,252.0
12678,New Private Cars,2015,901-1000 cc,Band  A,Monaghan,63.0
12679,New Private Cars,2015,901-1000 cc,Band  A,Offaly,102.0
12680,New Private Cars,2015,901-1000 cc,Band  A,Roscommon,349.0
12681,New Private Cars,2015,901-1000 cc,Band  A,Sligo,77.0
12682,New Private Cars,2015,901-1000 cc,Band  A,Westmeath,112.0
12683,New Private Cars,2015,901-1000 cc,Band  A,Wexford,508.0
12684,New Private Cars,2015,901-1000 cc,Band  A,Wicklow,258.0
12685,New Private Cars,2015,901-1000 cc,Band  A,Limerick,293.0
12686,New Private Cars,2015,901-1000 cc,Band  A,Waterford,322.0
12687,New Private Cars,2015,901-1000 cc,Band  A,Tipperary,221.0
12688,New Private Cars,2015,901-1000 cc,Band  A,Cork,982.0
12689,New Private Cars,2015,901-1000 cc,Band  A,Dublin,3129.0
12691,New Private Cars,2015,901-1000 cc,Band  B,Carlow,1.0
12692,New Private Cars,2015,901-1000 cc,Band  B,Cavan,0.0
12693,New Private Cars,2015,901-1000 cc,Band  B,Clare,2.0
12694,New Private Cars,2015,901-1000 cc,Band  B,Donegal,2.0
12695,New Private Cars,2015,901-1000 cc,Band  B,Galway,9.0
12696,New Private Cars,2015,901-1000 cc,Band  B,Kerry,1.0
12697,New Private Cars,2015,901-1000 cc,Band  B,Kildare,1.0
12698,New Private Cars,2015,901-1000 cc,Band  B,Kilkenny,3.0
12699,New Private Cars,2015,901-1000 cc,Band  B,Laois,4.0
12700,New Private Cars,2015,901-1000 cc,Band  B,Leitrim,1.0
12701,New Private Cars,2015,901-1000 cc,Band  B,Longford,0.0
12702,New Private Cars,2015,901-1000 cc,Band  B,Louth,2.0
12703,New Private Cars,2015,901-1000 cc,Band  B,Mayo,2.0
12704,New Private Cars,2015,901-1000 cc,Band  B,Meath,3.0
12705,New Private Cars,2015,901-1000 cc,Band  B,Monaghan,0.0
12706,New Private Cars,2015,901-1000 cc,Band  B,Offaly,2.0
12707,New Private Cars,2015,901-1000 cc,Band  B,Roscommon,0.0
12708,New Private Cars,2015,901-1000 cc,Band  B,Sligo,0.0
12709,New Private Cars,2015,901-1000 cc,Band  B,Westmeath,1.0
12710,New Private Cars,2015,901-1000 cc,Band  B,Wexford,3.0
12711,New Private Cars,2015,901-1000 cc,Band  B,Wicklow,5.0
12712,New Private Cars,2015,901-1000 cc,Band  B,Limerick,1.0
12713,New Private Cars,2015,901-1000 cc,Band  B,Waterford,1.0
12714,New Private Cars,2015,901-1000 cc,Band  B,Tipperary,3.0
12715,New Private Cars,2015,901-1000 cc,Band  B,Cork,15.0
12716,New Private Cars,2015,901-1000 cc,Band  B,Dublin,125.0
12718,New Private Cars,2015,901-1000 cc,Band  C,Carlow,0.0
12719,New Private Cars,2015,901-1000 cc,Band  C,Cavan,0.0
12720,New Private Cars,2015,901-1000 cc,Band  C,Clare,0.0
12721,New Private Cars,2015,901-1000 cc,Band  C,Donegal,0.0
12722,New Private Cars,2015,901-1000 cc,Band  C,Galway,0.0
12723,New Private Cars,2015,901-1000 cc,Band  C,Kerry,0.0
12724,New Private Cars,2015,901-1000 cc,Band  C,Kildare,0.0
12725,New Private Cars,2015,901-1000 cc,Band  C,Kilkenny,0.0
12726,New Private Cars,2015,901-1000 cc,Band  C,Laois,0.0
12727,New Private Cars,2015,901-1000 cc,Band  C,Leitrim,0.0
12728,New Private Cars,2015,901-1000 cc,Band  C,Longford,0.0
12729,New Private Cars,2015,901-1000 cc,Band  C,Louth,0.0
12730,New Private Cars,2015,901-1000 cc,Band  C,Mayo,0.0
12731,New Private Cars,2015,901-1000 cc,Band  C,Meath,0.0
12732,New Private Cars,2015,901-1000 cc,Band  C,Monaghan,0.0
12733,New Private Cars,2015,901-1000 cc,Band  C,Offaly,0.0
12734,New Private Cars,2015,901-1000 cc,Band  C,Roscommon,0.0
12735,New Private Cars,2015,901-1000 cc,Band  C,Sligo,0.0
12736,New Private Cars,2015,901-1000 cc,Band  C,Westmeath,0.0
12737,New Private Cars,2015,901-1000 cc,Band  C,Wexford,0.0
12738,New Private Cars,2015,901-1000 cc,Band  C,Wicklow,0.0
12739,New Private Cars,2015,901-1000 cc,Band  C,Limerick,0.0
12740,New Private Cars,2015,901-1000 cc,Band  C,Waterford,0.0
12741,New Private Cars,2015,901-1000 cc,Band  C,Tipperary,0.0
12742,New Private Cars,2015,901-1000 cc,Band  C,Cork,0.0
12743,New Private Cars,2015,901-1000 cc,Band  C,Dublin,0.0
12745,New Private Cars,2015,901-1000 cc,Band  D,Carlow,0.0
12746,New Private Cars,2015,901-1000 cc,Band  D,Cavan,0.0
12747,New Private Cars,2015,901-1000 cc,Band  D,Clare,0.0
12748,New Private Cars,2015,901-1000 cc,Band  D,Donegal,0.0
12749,New Private Cars,2015,901-1000 cc,Band  D,Galway,0.0
12750,New Private Cars,2015,901-1000 cc,Band  D,Kerry,0.0
12751,New Private Cars,2015,901-1000 cc,Band  D,Kildare,0.0
12752,New Private Cars,2015,901-1000 cc,Band  D,Kilkenny,0.0
12753,New Private Cars,2015,901-1000 cc,Band  D,Laois,0.0
12754,New Private Cars,2015,901-1000 cc,Band  D,Leitrim,0.0
12755,New Private Cars,2015,901-1000 cc,Band  D,Longford,0.0
12756,New Private Cars,2015,901-1000 cc,Band  D,Louth,0.0
12757,New Private Cars,2015,901-1000 cc,Band  D,Mayo,0.0
12758,New Private Cars,2015,901-1000 cc,Band  D,Meath,0.0
12759,New Private Cars,2015,901-1000 cc,Band  D,Monaghan,0.0
12760,New Private Cars,2015,901-1000 cc,Band  D,Offaly,0.0
12761,New Private Cars,2015,901-1000 cc,Band  D,Roscommon,0.0
12762,New Private Cars,2015,901-1000 cc,Band  D,Sligo,0.0
12763,New Private Cars,2015,901-1000 cc,Band  D,Westmeath,0.0
12764,New Private Cars,2015,901-1000 cc,Band  D,Wexford,0.0
12765,New Private Cars,2015,901-1000 cc,Band  D,Wicklow,0.0
12766,New Private Cars,2015,901-1000 cc,Band  D,Limerick,0.0
12767,New Private Cars,2015,901-1000 cc,Band  D,Waterford,0.0
12768,New Private Cars,2015,901-1000 cc,Band  D,Tipperary,0.0
12769,New Private Cars,2015,901-1000 cc,Band  D,Cork,0.0
12770,New Private Cars,2015,901-1000 cc,Band  D,Dublin,0.0
12772,New Private Cars,2015,901-1000 cc,Band  E,Carlow,0.0
12773,New Private Cars,2015,901-1000 cc,Band  E,Cavan,0.0
12774,New Private Cars,2015,901-1000 cc,Band  E,Clare,0.0
12775,New Private Cars,2015,901-1000 cc,Band  E,Donegal,0.0
12776,New Private Cars,2015,901-1000 cc,Band  E,Galway,0.0
12777,New Private Cars,2015,901-1000 cc,Band  E,Kerry,0.0
12778,New Private Cars,2015,901-1000 cc,Band  E,Kildare,0.0
12779,New Private Cars,2015,901-1000 cc,Band  E,Kilkenny,0.0
12780,New Private Cars,2015,901-1000 cc,Band  E,Laois,0.0
12781,New Private Cars,2015,901-1000 cc,Band  E,Leitrim,0.0
12782,New Private Cars,2015,901-1000 cc,Band  E,Longford,0.0
12783,New Private Cars,2015,901-1000 cc,Band  E,Louth,0.0
12784,New Private Cars,2015,901-1000 cc,Band  E,Mayo,0.0
12785,New Private Cars,2015,901-1000 cc,Band  E,Meath,0.0
12786,New Private Cars,2015,901-1000 cc,Band  E,Monaghan,0.0
12787,New Private Cars,2015,901-1000 cc,Band  E,Offaly,0.0
12788,New Private Cars,2015,901-1000 cc,Band  E,Roscommon,0.0
12789,New Private Cars,2015,901-1000 cc,Band  E,Sligo,0.0
12790,New Private Cars,2015,901-1000 cc,Band  E,Westmeath,0.0
12791,New Private Cars,2015,901-1000 cc,Band  E,Wexford,0.0
12792,New Private Cars,2015,901-1000 cc,Band  E,Wicklow,0.0
12793,New Private Cars,2015,901-1000 cc,Band  E,Limerick,0.0
12794,New Private Cars,2015,901-1000 cc,Band  E,Waterford,0.0
12795,New Private Cars,2015,901-1000 cc,Band  E,Tipperary,0.0
12796,New Private Cars,2015,901-1000 cc,Band  E,Cork,0.0
12797,New Private Cars,2015,901-1000 cc,Band  E,Dublin,0.0
12799,New Private Cars,2015,901-1000 cc,Band  F,Carlow,0.0
12800,New Private Cars,2015,901-1000 cc,Band  F,Cavan,0.0
12801,New Private Cars,2015,901-1000 cc,Band  F,Clare,0.0
12802,New Private Cars,2015,901-1000 cc,Band  F,Donegal,0.0
12803,New Private Cars,2015,901-1000 cc,Band  F,Galway,0.0
12804,New Private Cars,2015,901-1000 cc,Band  F,Kerry,0.0
12805,New Private Cars,2015,901-1000 cc,Band  F,Kildare,0.0
12806,New Private Cars,2015,901-1000 cc,Band  F,Kilkenny,0.0
12807,New Private Cars,2015,901-1000 cc,Band  F,Laois,0.0
12808,New Private Cars,2015,901-1000 cc,Band  F,Leitrim,0.0
12809,New Private Cars,2015,901-1000 cc,Band  F,Longford,0.0
12810,New Private Cars,2015,901-1000 cc,Band  F,Louth,0.0
12811,New Private Cars,2015,901-1000 cc,Band  F,Mayo,0.0
12812,New Private Cars,2015,901-1000 cc,Band  F,Meath,0.0
12813,New Private Cars,2015,901-1000 cc,Band  F,Monaghan,0.0
12814,New Private Cars,2015,901-1000 cc,Band  F,Offaly,0.0
12815,New Private Cars,2015,901-1000 cc,Band  F,Roscommon,0.0
12816,New Private Cars,2015,901-1000 cc,Band  F,Sligo,0.0
12817,New Private Cars,2015,901-1000 cc,Band  F,Westmeath,0.0
12818,New Private Cars,2015,901-1000 cc,Band  F,Wexford,0.0
12819,New Private Cars,2015,901-1000 cc,Band  F,Wicklow,0.0
12820,New Private Cars,2015,901-1000 cc,Band  F,Limerick,0.0
12821,New Private Cars,2015,901-1000 cc,Band  F,Waterford,0.0
12822,New Private Cars,2015,901-1000 cc,Band  F,Tipperary,0.0
12823,New Private Cars,2015,901-1000 cc,Band  F,Cork,0.0
12824,New Private Cars,2015,901-1000 cc,Band  F,Dublin,0.0
12826,New Private Cars,2015,901-1000 cc,Band  G,Carlow,0.0
12827,New Private Cars,2015,901-1000 cc,Band  G,Cavan,0.0
12828,New Private Cars,2015,901-1000 cc,Band  G,Clare,0.0
12829,New Private Cars,2015,901-1000 cc,Band  G,Donegal,0.0
12830,New Private Cars,2015,901-1000 cc,Band  G,Galway,0.0
12831,New Private Cars,2015,901-1000 cc,Band  G,Kerry,0.0
12832,New Private Cars,2015,901-1000 cc,Band  G,Kildare,0.0
12833,New Private Cars,2015,901-1000 cc,Band  G,Kilkenny,0.0
12834,New Private Cars,2015,901-1000 cc,Band  G,Laois,0.0
12835,New Private Cars,2015,901-1000 cc,Band  G,Leitrim,0.0
12836,New Private Cars,2015,901-1000 cc,Band  G,Longford,0.0
12837,New Private Cars,2015,901-1000 cc,Band  G,Louth,0.0
12838,New Private Cars,2015,901-1000 cc,Band  G,Mayo,0.0
12839,New Private Cars,2015,901-1000 cc,Band  G,Meath,0.0
12840,New Private Cars,2015,901-1000 cc,Band  G,Monaghan,0.0
12841,New Private Cars,2015,901-1000 cc,Band  G,Offaly,0.0
12842,New Private Cars,2015,901-1000 cc,Band  G,Roscommon,0.0
12843,New Private Cars,2015,901-1000 cc,Band  G,Sligo,0.0
12844,New Private Cars,2015,901-1000 cc,Band  G,Westmeath,0.0
12845,New Private Cars,2015,901-1000 cc,Band  G,Wexford,0.0
12846,New Private Cars,2015,901-1000 cc,Band  G,Wicklow,0.0
12847,New Private Cars,2015,901-1000 cc,Band  G,Limerick,0.0
12848,New Private Cars,2015,901-1000 cc,Band  G,Waterford,0.0
12849,New Private Cars,2015,901-1000 cc,Band  G,Tipperary,0.0
12850,New Private Cars,2015,901-1000 cc,Band  G,Cork,0.0
12851,New Private Cars,2015,901-1000 cc,Band  G,Dublin,0.0
12853,New Private Cars,2015,901-1000 cc,Not available,Carlow,0.0
12854,New Private Cars,2015,901-1000 cc,Not available,Cavan,0.0
12855,New Private Cars,2015,901-1000 cc,Not available,Clare,0.0
