,Statistic,Year,Engine Capacity cc,Emission Band,county,car_count
29887,Second Hand Private Cars,2017,901-1000 cc,Not available,Cork,1.0
29888,Second Hand Private Cars,2017,901-1000 cc,Not available,Dublin,0.0
29917,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Carlow,21.0
29918,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Cavan,50.0
29919,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Clare,68.0
29920,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Donegal,180.0
29921,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Galway,144.0
29922,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Kerry,77.0
29923,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Kildare,164.0
29924,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Kilkenny,57.0
29925,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Laois,40.0
29926,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Leitrim,23.0
29927,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Longford,39.0
29928,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Louth,140.0
29929,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Mayo,77.0
29930,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Meath,138.0
29931,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Monaghan,60.0
29932,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Offaly,37.0
29933,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Roscommon,43.0
29934,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Sligo,45.0
29935,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Westmeath,57.0
29936,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Wexford,87.0
29937,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Wicklow,92.0
29938,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Limerick,89.0
29939,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Waterford,67.0
29940,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Tipperary,83.0
29941,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Cork,309.0
29942,Second Hand Private Cars,2017,1001-1300 cc,Band  A,Dublin,1050.0
29944,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Carlow,21.0
29945,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Cavan,51.0
29946,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Clare,56.0
29947,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Donegal,165.0
29948,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Galway,157.0
29949,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Kerry,50.0
29950,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Kildare,144.0
29951,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Kilkenny,38.0
29952,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Laois,39.0
29953,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Leitrim,25.0
29954,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Longford,40.0
29955,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Louth,131.0
29956,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Mayo,68.0
29957,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Meath,135.0
29958,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Monaghan,63.0
29959,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Offaly,28.0
29960,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Roscommon,42.0
29961,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Sligo,41.0
29962,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Westmeath,49.0
29963,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Wexford,76.0
29964,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Wicklow,110.0
29965,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Limerick,111.0
29966,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Waterford,85.0
29967,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Tipperary,81.0
29968,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Cork,259.0
29969,Second Hand Private Cars,2017,1001-1300 cc,Band  B,Dublin,793.0
29971,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Carlow,2.0
29972,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Cavan,10.0
29973,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Clare,8.0
29974,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Donegal,46.0
29975,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Galway,12.0
29976,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Kerry,8.0
29977,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Kildare,12.0
29978,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Kilkenny,4.0
29979,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Laois,3.0
29980,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Leitrim,4.0
29981,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Longford,2.0
29982,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Louth,13.0
29983,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Mayo,15.0
29984,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Meath,17.0
29985,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Monaghan,5.0
29986,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Offaly,1.0
29987,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Roscommon,4.0
29988,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Sligo,5.0
29989,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Westmeath,7.0
29990,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Wexford,13.0
29991,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Wicklow,8.0
29992,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Limerick,12.0
29993,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Waterford,9.0
29994,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Tipperary,14.0
29995,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Cork,27.0
29996,Second Hand Private Cars,2017,1001-1300 cc,Band  C,Dublin,75.0
29998,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Carlow,0.0
29999,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Cavan,0.0
30000,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Clare,3.0
30001,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Donegal,3.0
30002,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Galway,2.0
30003,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Kerry,2.0
30004,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Kildare,2.0
30005,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Kilkenny,0.0
30006,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Laois,0.0
30007,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Leitrim,1.0
30008,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Longford,0.0
30009,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Louth,0.0
30010,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Mayo,3.0
30011,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Meath,1.0
30012,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Monaghan,1.0
30013,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Offaly,0.0
30014,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Roscommon,2.0
30015,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Sligo,1.0
30016,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Westmeath,0.0
30017,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Wexford,0.0
30018,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Wicklow,0.0
30019,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Limerick,1.0
30020,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Waterford,1.0
30021,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Tipperary,3.0
30022,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Cork,3.0
30023,Second Hand Private Cars,2017,1001-1300 cc,Band  D,Dublin,6.0
30025,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Carlow,1.0
30026,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Cavan,0.0
30027,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Clare,1.0
30028,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Donegal,0.0
30029,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Galway,0.0
30030,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Kerry,0.0
30031,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Kildare,0.0
30032,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Kilkenny,0.0
30033,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Laois,0.0
30034,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Leitrim,0.0
30035,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Longford,0.0
30036,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Louth,0.0
30037,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Mayo,0.0
30038,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Meath,1.0
30039,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Monaghan,0.0
30040,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Offaly,0.0
30041,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Roscommon,0.0
30042,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Sligo,1.0
30043,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Westmeath,0.0
30044,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Wexford,0.0
30045,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Wicklow,0.0
30046,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Limerick,0.0
30047,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Waterford,0.0
30048,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Tipperary,0.0
30049,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Cork,1.0
30050,Second Hand Private Cars,2017,1001-1300 cc,Band  E,Dublin,0.0
30052,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Carlow,0.0
30053,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Cavan,0.0
30054,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Clare,0.0
30055,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Donegal,0.0
30056,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Galway,0.0
30057,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Kerry,0.0
30058,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Kildare,0.0
30059,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Kilkenny,0.0
30060,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Laois,0.0
30061,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Leitrim,0.0
30062,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Longford,0.0
30063,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Louth,0.0
30064,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Mayo,0.0
30065,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Meath,0.0
30066,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Monaghan,0.0
30067,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Offaly,0.0
30068,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Roscommon,0.0
30069,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Sligo,0.0
30070,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Westmeath,0.0
30071,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Wexford,0.0
30072,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Wicklow,0.0
30073,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Limerick,0.0
30074,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Waterford,0.0
30075,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Tipperary,0.0
30076,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Cork,0.0
30077,Second Hand Private Cars,2017,1001-1300 cc,Band  F,Dublin,0.0
30079,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Carlow,0.0
30080,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Cavan,0.0
30081,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Clare,0.0
30082,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Donegal,0.0
30083,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Galway,0.0
30084,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Kerry,0.0
30085,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Kildare,0.0
30086,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Kilkenny,0.0
30087,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Laois,0.0
30088,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Leitrim,0.0
30089,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Longford,0.0
30090,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Louth,0.0
30091,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Mayo,0.0
30092,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Meath,0.0
30093,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Monaghan,0.0
30094,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Offaly,0.0
30095,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Roscommon,0.0
30096,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Sligo,0.0
30097,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Westmeath,0.0
30098,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Wexford,0.0
30099,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Wicklow,0.0
30100,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Limerick,0.0
30101,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Waterford,0.0
30102,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Tipperary,0.0
30103,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Cork,0.0
30104,Second Hand Private Cars,2017,1001-1300 cc,Band  G,Dublin,0.0
30106,Second Hand Private Cars,2017,1001-1300 cc,Not available,Carlow,1.0
30107,Second Hand Private Cars,2017,1001-1300 cc,Not available,Cavan,1.0
30108,Second Hand Private Cars,2017,1001-1300 cc,Not available,Clare,7.0
30109,Second Hand Private Cars,2017,1001-1300 cc,Not available,Donegal,17.0
30110,Second Hand Private Cars,2017,1001-1300 cc,Not available,Galway,11.0
30111,Second Hand Private Cars,2017,1001-1300 cc,Not available,Kerry,9.0
30112,Second Hand Private Cars,2017,1001-1300 cc,Not available,Kildare,4.0
30113,Second Hand Private Cars,2017,1001-1300 cc,Not available,Kilkenny,3.0
30114,Second Hand Private Cars,2017,1001-1300 cc,Not available,Laois,3.0
30115,Second Hand Private Cars,2017,1001-1300 cc,Not available,Leitrim,5.0
30116,Second Hand Private Cars,2017,1001-1300 cc,Not available,Longford,0.0
30117,Second Hand Private Cars,2017,1001-1300 cc,Not available,Louth,3.0
30118,Second Hand Private Cars,2017,1001-1300 cc,Not available,Mayo,10.0
30119,Second Hand Private Cars,2017,1001-1300 cc,Not available,Meath,3.0
30120,Second Hand Private Cars,2017,1001-1300 cc,Not available,Monaghan,2.0
30121,Second Hand Private Cars,2017,1001-1300 cc,Not available,Offaly,5.0
30122,Second Hand Private Cars,2017,1001-1300 cc,Not available,Roscommon,3.0
30123,Second Hand Private Cars,2017,1001-1300 cc,Not available,Sligo,2.0
30124,Second Hand Private Cars,2017,1001-1300 cc,Not available,Westmeath,1.0
30125,Second Hand Private Cars,2017,1001-1300 cc,Not available,Wexford,9.0
30126,Second Hand Private Cars,2017,1001-1300 cc,Not available,Wicklow,7.0
30127,Second Hand Private Cars,2017,1001-1300 cc,Not available,Limerick,5.0
30128,Second Hand Private Cars,2017,1001-1300 cc,Not available,Waterford,6.0
30129,Second Hand Private Cars,2017,1001-1300 cc,Not available,Tipperary,11.0
30130,Second Hand Private Cars,2017,1001-1300 cc,Not available,Cork,6.0
30131,Second Hand Private Cars,2017,1001-1300 cc,Not available,Dublin,10.0
30160,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Carlow,32.0
30161,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Cavan,66.0
30162,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Clare,99.0
30163,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Donegal,238.0
30164,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Galway,140.0
30165,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Kerry,46.0
30166,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Kildare,158.0
30167,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Kilkenny,47.0
30168,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Laois,46.0
30169,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Leitrim,26.0
30170,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Longford,40.0
30171,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Louth,131.0
30172,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Mayo,75.0
30173,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Meath,123.0
30174,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Monaghan,76.0
30175,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Offaly,29.0
30176,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Roscommon,40.0
30177,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Sligo,34.0
30178,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Westmeath,53.0
30179,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Wexford,106.0
30180,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Wicklow,90.0
30181,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Limerick,87.0
30182,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Waterford,45.0
30183,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Tipperary,99.0
30184,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Cork,267.0
30185,Second Hand Private Cars,2017,1301-1400 cc,Band  A,Dublin,766.0
30187,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Carlow,15.0
30188,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Cavan,51.0
30189,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Clare,104.0
30190,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Donegal,218.0
30191,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Galway,204.0
30192,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Kerry,101.0
30193,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Kildare,112.0
30194,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Kilkenny,47.0
30195,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Laois,24.0
30196,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Leitrim,18.0
30197,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Longford,26.0
30198,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Louth,94.0
30199,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Mayo,107.0
30200,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Meath,97.0
30201,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Monaghan,62.0
30202,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Offaly,26.0
30203,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Roscommon,38.0
30204,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Sligo,45.0
30205,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Westmeath,47.0
30206,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Wexford,58.0
30207,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Wicklow,69.0
30208,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Limerick,88.0
30209,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Waterford,51.0
30210,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Tipperary,69.0
30211,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Cork,327.0
30212,Second Hand Private Cars,2017,1301-1400 cc,Band  B,Dublin,903.0
30214,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Carlow,6.0
30215,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Cavan,19.0
30216,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Clare,25.0
30217,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Donegal,54.0
30218,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Galway,57.0
30219,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Kerry,32.0
30220,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Kildare,37.0
30221,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Kilkenny,18.0
30222,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Laois,11.0
30223,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Leitrim,4.0
30224,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Longford,6.0
30225,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Louth,36.0
30226,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Mayo,25.0
30227,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Meath,33.0
30228,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Monaghan,19.0
30229,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Offaly,10.0
30230,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Roscommon,11.0
30231,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Sligo,14.0
30232,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Westmeath,10.0
30233,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Wexford,18.0
30234,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Wicklow,29.0
30235,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Limerick,25.0
30236,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Waterford,28.0
30237,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Tipperary,20.0
30238,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Cork,98.0
30239,Second Hand Private Cars,2017,1301-1400 cc,Band  C,Dublin,302.0
30241,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Carlow,1.0
30242,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Cavan,10.0
30243,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Clare,8.0
30244,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Donegal,31.0
30245,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Galway,20.0
30246,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Kerry,8.0
30247,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Kildare,7.0
30248,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Kilkenny,5.0
30249,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Laois,3.0
30250,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Leitrim,1.0
30251,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Longford,8.0
30252,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Louth,12.0
30253,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Mayo,12.0
30254,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Meath,11.0
30255,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Monaghan,5.0
30256,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Offaly,5.0
30257,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Roscommon,2.0
30258,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Sligo,6.0
30259,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Westmeath,5.0
30260,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Wexford,7.0
30261,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Wicklow,4.0
30262,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Limerick,10.0
30263,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Waterford,17.0
30264,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Tipperary,16.0
30265,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Cork,57.0
30266,Second Hand Private Cars,2017,1301-1400 cc,Band  D,Dublin,48.0
30268,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Carlow,0.0
30269,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Cavan,0.0
30270,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Clare,0.0
30271,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Donegal,2.0
30272,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Galway,2.0
30273,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Kerry,2.0
30274,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Kildare,3.0
30275,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Kilkenny,0.0
30276,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Laois,0.0
30277,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Leitrim,0.0
30278,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Longford,0.0
30279,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Louth,1.0
30280,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Mayo,0.0
30281,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Meath,2.0
30282,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Monaghan,1.0
30283,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Offaly,0.0
30284,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Roscommon,2.0
30285,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Sligo,0.0
30286,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Westmeath,0.0
30287,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Wexford,1.0
30288,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Wicklow,2.0
30289,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Limerick,1.0
30290,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Waterford,0.0
30291,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Tipperary,0.0
30292,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Cork,2.0
30293,Second Hand Private Cars,2017,1301-1400 cc,Band  E,Dublin,10.0
30295,Second Hand Private Cars,2017,1301-1400 cc,Band  F,Carlow,1.0
30296,Second Hand Private Cars,2017,1301-1400 cc,Band  F,Cavan,0.0
30297,Second Hand Private Cars,2017,1301-1400 cc,Band  F,Clare,0.0
30298,Second Hand Private Cars,2017,1301-1400 cc,Band  F,Donegal,0.0
30299,Second Hand Private Cars,2017,1301-1400 cc,Band  F,Galway,0.0
30300,Second Hand Private Cars,2017,1301-1400 cc,Band  F,Kerry,0.0
30301,Second Hand Private Cars,2017,1301-1400 cc,Band  F,Kildare,0.0
30302,Second Hand Private Cars,2017,1301-1400 cc,Band  F,Kilkenny,0.0
30303,Second Hand Private Cars,2017,1301-1400 cc,Band  F,Laois,0.0
